Produto 1,Descrição do Produto 1,605.34
Produto 535,Descrição do Produto 535,710.06
Produto 536,Descrição do Produto 536,47.72
Produto 537,Descrição do Produto 537,210.31
Produto 538,Descrição do Produto 538,196.97
Produto 539,Descrição do Produto 539,611.13
Produto 540,Descrição do Produto 540,107.49
Produto 541,Descrição do Produto 541,406.32
Produto 542,Descrição do Produto 542,301.71
Produto 543,Descrição do Produto 543,715.46
Produto 544,Descrição do Produto 544,597.95
Produto 545,Descrição do Produto 545,135.3
Produto 546,Descrição do Produto 546,56.86
Produto 547,Descrição do Produto 547,677.51
Produto 548,Descrição do Produto 548,496.71
Produto 549,Descrição do Produto 549,730.37
Produto 550,Descrição do Produto 550,211.87
Produto 551,Descrição do Produto 551,61700
Produto 552,Descrição do Produto 552,162.14
Produto 553,Descrição do Produto 553,163.25
Produto 554,Descrição do Produto 554,431.54
Produto 555,Descrição do Produto 555,175.33
Produto 556,Descrição do Produto 556,647.03
Produto 557,Descrição do Produto 557,311.44
Produto 558,Descrição do Produto 558,135.44
Produto 559,Descrição do Produto 559,500.42
Produto 560,Descrição do Produto 560,182.86
Produto 561,Descrição do Produto 561,779.42
Produto 562,Descrição do Produto 562,325.28
Produto 563,Descrição do Produto 563,328.56
Produto 564,Descrição do Produto 564,215.67
Produto 565,Descrição do Produto 565,658.88
Produto 566,Descrição do Produto 566,329.21
Produto 567,Descrição do Produto 567,304.78
Produto 568,Descrição do Produto 568,655.91
Produto 569,Descrição do Produto 569,597.63
Produto 570,Descrição do Produto 570,685.21
Produto 571,Descrição do Produto 571,197.38
Produto 572,Descrição do Produto 572,315.78
Produto 573,Descrição do Produto 573,354.98
Produto 574,Descrição do Produto 574,231.83
Produto 575,Descrição do Produto 575,651.99
Produto 576,Descrição do Produto 576,59.5
Produto 577,Descrição do Produto 577,747.84
Produto 578,Descrição do Produto 578,588.24
Produto 579,Descrição do Produto 579,636.4
Produto 580,Descrição do Produto 580,490.46
Produto 581,Descrição do Produto 581,325.68
Produto 582,Descrição do Produto 582,289.72
Produto 583,Descrição do Produto 583,579.17
Produto 584,Descrição do Produto 584,430.83
Produto 585,Descrição do Produto 585,375.87
Produto 586,Descrição do Produto 586,178.85
Produto 587,Descrição do Produto 587,717.86
Produto 588,Descrição do Produto 588,797.95
Produto 589,Descrição do Produto 589,348.54
Produto 590,Descrição do Produto 590,551.58
Produto 591,Descrição do Produto 591,376.24
Produto 592,Descrição do Produto 592,779.17
Produto 593,Descrição do Produto 593,62.51
Produto 594,Descrição do Produto 594,474.4
Produto 595,Descrição do Produto 595,154.97
Produto 596,Descrição do Produto 596,488.99
Produto 597,Descrição do Produto 597,335.41
Produto 598,Descrição do Produto 598,546.95
Produto 599,Descrição do Produto 599,84.17
Produto 600,Descrição do Produto 600,75.36
Produto 601,Descrição do Produto 601,779.37
Produto 602,Descrição do Produto 602,455.46
Produto 603,Descrição do Produto 603,301.77
Produto 604,Descrição do Produto 604,98.08
Produto 605,Descrição do Produto 605,399.14
Produto 606,Descrição do Produto 606,147.26
Produto 607,Descrição do Produto 607,64.51
Produto 608,Descrição do Produto 608,658.56
Produto 609,Descrição do Produto 609,722.56
Produto 610,Descrição do Produto 610,139.82
Produto 611,Descrição do Produto 611,591.32
Produto 612,Descrição do Produto 612,581.19
Produto 613,Descrição do Produto 613,584.75
Produto 614,Descrição do Produto 614,335.06
Produto 615,Descrição do Produto 615,92.59
Produto 616,Descrição do Produto 616,677.37
Produto 617,Descrição do Produto 617,661.48
Produto 618,Descrição do Produto 618,792.36
Produto 619,Descrição do Produto 619,337.37
Produto 620,Descrição do Produto 620,585.4
Produto 621,Descrição do Produto 621,317.98
Produto 622,Descrição do Produto 622,690.19
Produto 623,Descrição do Produto 623,725.99
Produto 624,Descrição do Produto 624,40.55
Produto 625,Descrição do Produto 625,371.9
Produto 626,Descrição do Produto 626,333.24
Produto 627,Descrição do Produto 627,71.71
Produto 628,Descrição do Produto 628,376.97
Produto 629,Descrição do Produto 629,234.53
Produto 630,Descrição do Produto 630,588.83
Produto 631,Descrição do Produto 631,713.1
Produto 632,Descrição do Produto 632,659.46
Produto 633,Descrição do Produto 633,356.32
Produto 634,Descrição do Produto 634,452.98
Produto 635,Descrição do Produto 635,206.16
Produto 636,Descrição do Produto 636,122.82
Produto 637,Descrição do Produto 637,713.1
Produto 638,Descrição do Produto 638,473.46
Produto 639,Descrição do Produto 639,606.1
Produto 640,Descrição do Produto 640,305.11
Produto 641,Descrição do Produto 641,383.87
Produto 642,Descrição do Produto 642,108.22
Produto 643,Descrição do Produto 643,738.08
Produto 644,Descrição do Produto 644,231.35
Produto 645,Descrição do Produto 645,486.97
Produto 646,Descrição do Produto 646,103.44
Produto 647,Descrição do Produto 647,274.59
Produto 648,Descrição do Produto 648,356.14
Produto 649,Descrição do Produto 649,666.85
Produto 650,Descrição do Produto 650,595.57
Produto 651,Descrição do Produto 651,58.59
Produto 652,Descrição do Produto 652,587.45
Produto 653,Descrição do Produto 653,80.94
Produto 654,Descrição do Produto 654,577.37
Produto 655,Descrição do Produto 655,536.48
Produto 656,Descrição do Produto 656,406.39
Produto 657,Descrição do Produto 657,322.81
Produto 658,Descrição do Produto 658,495.49
Produto 659,Descrição do Produto 659,683.34
Produto 660,Descrição do Produto 660,682.9
Produto 661,Descrição do Produto 661,177.95
Produto 662,Descrição do Produto 662,468.85
Produto 663,Descrição do Produto 663,753.16
Produto 664,Descrição do Produto 664,730.63
Produto 665,Descrição do Produto 665,156.7
Produto 666,Descrição do Produto 666,604.06
Produto 667,Descrição do Produto 667,295.34
Produto 668,Descrição do Produto 668,742.8
Produto 669,Descrição do Produto 669,569.12
Produto 670,Descrição do Produto 670,209.2
Produto 671,Descrição do Produto 671,299.05
Produto 672,Descrição do Produto 672,194.19
Produto 673,Descrição do Produto 673,576.89
Produto 674,Descrição do Produto 674,616.04
Produto 675,Descrição do Produto 675,446.49
Produto 676,Descrição do Produto 676,347.13
Produto 677,Descrição do Produto 677,725.27
Produto 678,Descrição do Produto 678,358.3
Produto 679,Descrição do Produto 679,637.99
Produto 680,Descrição do Produto 680,756.72
Produto 681,Descrição do Produto 681,180.19
Produto 682,Descrição do Produto 682,90.46
Produto 683,Descrição do Produto 683,492.82
Produto 684,Descrição do Produto 684,677.89
Produto 685,Descrição do Produto 685,248.55
Produto 686,Descrição do Produto 686,656.5
Produto 687,Descrição do Produto 687,618.48
Produto 688,Descrição do Produto 688,649.45
Produto 689,Descrição do Produto 689,179.91
Produto 690,Descrição do Produto 690,261.57
Produto 691,Descrição do Produto 691,578.96
Produto 692,Descrição do Produto 692,110.25
Produto 693,Descrição do Produto 693,437.94
Produto 694,Descrição do Produto 694,773.17
Produto 695,Descrição do Produto 695,519.34
Produto 696,Descrição do Produto 696,762.5
Produto 697,Descrição do Produto 697,596.41
Produto 698,Descrição do Produto 698,257.03
Produto 699,Descrição do Produto 699,71.08
Produto 700,Descrição do Produto 700,574.42
Produto 701,Descrição do Produto 701,365.95
Produto 702,Descrição do Produto 702,762.51
Produto 703,Descrição do Produto 703,44.8
Produto 704,Descrição do Produto 704,480.61
Produto 705,Descrição do Produto 705,295.78
Produto 706,Descrição do Produto 706,303.6
Produto 707,Descrição do Produto 707,542.54
Produto 708,Descrição do Produto 708,621.94
Produto 709,Descrição do Produto 709,489.29
Produto 710,Descrição do Produto 710,679.52
Produto 711,Descrição do Produto 711,669.96
Produto 712,Descrição do Produto 712,729.92
Produto 713,Descrição do Produto 713,492.34
Produto 714,Descrição do Produto 714,752.94
Produto 715,Descrição do Produto 715,515.8
Produto 716,Descrição do Produto 716,478.05
Produto 717,Descrição do Produto 717,565.06
Produto 718,Descrição do Produto 718,782.58
Produto 719,Descrição do Produto 719,245.55
Produto 720,Descrição do Produto 720,260.31
Produto 721,Descrição do Produto 721,580.56
Produto 722,Descrição do Produto 722,564.56
Produto 723,Descrição do Produto 723,751.32
Produto 724,Descrição do Produto 724,440.2
Produto 725,Descrição do Produto 725,254.98
Produto 726,Descrição do Produto 726,783.77
Produto 727,Descrição do Produto 727,724.72
Produto 728,Descrição do Produto 728,301.66
Produto 729,Descrição do Produto 729,372.17
Produto 730,Descrição do Produto 730,770.39
Produto 731,Descrição do Produto 731,367.44
Produto 732,Descrição do Produto 732,796.81
Produto 733,Descrição do Produto 733,736.84
Produto 734,Descrição do Produto 734,741.24
Produto 735,Descrição do Produto 735,100.26
Produto 736,Descrição do Produto 736,491.71
Produto 737,Descrição do Produto 737,688.32
Produto 738,Descrição do Produto 738,569.14
Produto 739,Descrição do Produto 739,693.28
Produto 740,Descrição do Produto 740,736.49
Produto 741,Descrição do Produto 741,571.09
Produto 742,Descrição do Produto 742,674.66
Produto 743,Descrição do Produto 743,470.92
Produto 744,Descrição do Produto 744,587.3
Produto 745,Descrição do Produto 745,736.06
Produto 746,Descrição do Produto 746,189.93
Produto 747,Descrição do Produto 747,119.06
Produto 748,Descrição do Produto 748,277.67
Produto 749,Descrição do Produto 749,641.86
Produto 750,Descrição do Produto 750,148.93
Produto 751,Descrição do Produto 751,688.52
Produto 752,Descrição do Produto 752,537.53
Produto 753,Descrição do Produto 753,636.16
Produto 754,Descrição do Produto 754,355.42
Produto 755,Descrição do Produto 755,235.86
Produto 756,Descrição do Produto 756,491.73
Produto 757,Descrição do Produto 757,349.89
Produto 758,Descrição do Produto 758,772.96
Produto 759,Descrição do Produto 759,632.87
Produto 760,Descrição do Produto 760,241.02
Produto 761,Descrição do Produto 761,740.31
Produto 762,Descrição do Produto 762,263.2
Produto 763,Descrição do Produto 763,140.51
Produto 764,Descrição do Produto 764,218.13
Produto 765,Descrição do Produto 765,708.63
Produto 766,Descrição do Produto 766,63.31
Produto 767,Descrição do Produto 767,275.91
Produto 768,Descrição do Produto 768,104.64
Produto 769,Descrição do Produto 769,304.84
Produto 770,Descrição do Produto 770,425.89
Produto 771,Descrição do Produto 771,103.35
Produto 772,Descrição do Produto 772,267.04
Produto 773,Descrição do Produto 773,173.35
Produto 774,Descrição do Produto 774,181.67
Produto 775,Descrição do Produto 775,469.73
Produto 776,Descrição do Produto 776,662.66
Produto 777,Descrição do Produto 777,715.5
Produto 778,Descrição do Produto 778,481.81
Produto 779,Descrição do Produto 779,680.3
Produto 780,Descrição do Produto 780,462.92
Produto 781,Descrição do Produto 781,498.97
Produto 782,Descrição do Produto 782,561.28
Produto 783,Descrição do Produto 783,157.91
Produto 784,Descrição do Produto 784,141.64
Produto 785,Descrição do Produto 785,206.9
Produto 786,Descrição do Produto 786,730.01
Produto 787,Descrição do Produto 787,491.95
Produto 788,Descrição do Produto 788,744.06
Produto 789,Descrição do Produto 789,246.09
Produto 790,Descrição do Produto 790,457.1
Produto 791,Descrição do Produto 791,772.99
Produto 792,Descrição do Produto 792,563.88
Produto 793,Descrição do Produto 793,641.69
Produto 794,Descrição do Produto 794,49000
Produto 795,Descrição do Produto 795,562.95
Produto 796,Descrição do Produto 796,486.64
Produto 797,Descrição do Produto 797,755.9
Produto 798,Descrição do Produto 798,537.35
Produto 799,Descrição do Produto 799,717.07
Produto 800,Descrição do Produto 800,480.83
Produto 801,Descrição do Produto 801,345.81
Produto 802,Descrição do Produto 802,78.88
Produto 803,Descrição do Produto 803,667.92
Produto 804,Descrição do Produto 804,750.97
Produto 805,Descrição do Produto 805,123.38
Produto 806,Descrição do Produto 806,63.79
Produto 807,Descrição do Produto 807,61.41
Produto 808,Descrição do Produto 808,68.86
Produto 809,Descrição do Produto 809,778.06
Produto 810,Descrição do Produto 810,289.66
Produto 811,Descrição do Produto 811,380.86
Produto 812,Descrição do Produto 812,732.41
Produto 813,Descrição do Produto 813,723.23
Produto 814,Descrição do Produto 814,61.49
Produto 815,Descrição do Produto 815,476.56
Produto 816,Descrição do Produto 816,435.81
Produto 817,Descrição do Produto 817,435.61
Produto 818,Descrição do Produto 818,203.81
Produto 819,Descrição do Produto 819,602.06
Produto 820,Descrição do Produto 820,493.71
Produto 821,Descrição do Produto 821,166.53
Produto 822,Descrição do Produto 822,318.57
Produto 823,Descrição do Produto 823,588.25
Produto 824,Descrição do Produto 824,188.08
Produto 825,Descrição do Produto 825,666.44
Produto 826,Descrição do Produto 826,596.48
Produto 827,Descrição do Produto 827,641.43
Produto 828,Descrição do Produto 828,79.67
Produto 829,Descrição do Produto 829,499.77
Produto 830,Descrição do Produto 830,244.58
Produto 831,Descrição do Produto 831,636.42
Produto 832,Descrição do Produto 832,354.17
Produto 833,Descrição do Produto 833,788.27
Produto 834,Descrição do Produto 834,740.81
Produto 835,Descrição do Produto 835,704.07
Produto 836,Descrição do Produto 836,781.17
Produto 837,Descrição do Produto 837,191.81
Produto 838,Descrição do Produto 838,508.57
Produto 839,Descrição do Produto 839,231.42
Produto 840,Descrição do Produto 840,329.03
Produto 841,Descrição do Produto 841,793.98
Produto 842,Descrição do Produto 842,758.54
Produto 843,Descrição do Produto 843,564.38
Produto 844,Descrição do Produto 844,492.56
Produto 845,Descrição do Produto 845,282.59
Produto 846,Descrição do Produto 846,172.61
Produto 847,Descrição do Produto 847,436.4
Produto 848,Descrição do Produto 848,178.63
Produto 849,Descrição do Produto 849,731.6
Produto 850,Descrição do Produto 850,486.88
Produto 851,Descrição do Produto 851,159.82
Produto 852,Descrição do Produto 852,611.17
Produto 853,Descrição do Produto 853,718.32
Produto 854,Descrição do Produto 854,757.82
Produto 855,Descrição do Produto 855,438.82
Produto 856,Descrição do Produto 856,560.93
Produto 857,Descrição do Produto 857,259.61
Produto 858,Descrição do Produto 858,475.68
Produto 859,Descrição do Produto 859,493.98
Produto 860,Descrição do Produto 860,616.04
Produto 861,Descrição do Produto 861,417.67
Produto 862,Descrição do Produto 862,518.24
Produto 863,Descrição do Produto 863,437.49
Produto 864,Descrição do Produto 864,560.32
Produto 865,Descrição do Produto 865,77.99
Produto 866,Descrição do Produto 866,637.83
Produto 867,Descrição do Produto 867,685.77
Produto 868,Descrição do Produto 868,182.32
Produto 869,Descrição do Produto 869,79.74
Produto 870,Descrição do Produto 870,403.97
Produto 871,Descrição do Produto 871,253.31
Produto 872,Descrição do Produto 872,603.56
Produto 873,Descrição do Produto 873,686.1
Produto 874,Descrição do Produto 874,780.3
Produto 875,Descrição do Produto 875,692.08
Produto 876,Descrição do Produto 876,727.96
Produto 877,Descrição do Produto 877,138.99
Produto 878,Descrição do Produto 878,498.53
Produto 879,Descrição do Produto 879,614.36
Produto 880,Descrição do Produto 880,195.21
Produto 881,Descrição do Produto 881,663.95
Produto 882,Descrição do Produto 882,361.73
Produto 883,Descrição do Produto 883,403.57
Produto 884,Descrição do Produto 884,398.92
Produto 885,Descrição do Produto 885,269.21
Produto 886,Descrição do Produto 886,248.76
Produto 887,Descrição do Produto 887,122.99
Produto 888,Descrição do Produto 888,143.46
Produto 889,Descrição do Produto 889,610.6
Produto 890,Descrição do Produto 890,139.86
Produto 891,Descrição do Produto 891,488.25
Produto 892,Descrição do Produto 892,422.27
Produto 893,Descrição do Produto 893,697.39
Produto 894,Descrição do Produto 894,471.47
Produto 895,Descrição do Produto 895,515.76
Produto 896,Descrição do Produto 896,604.74
Produto 897,Descrição do Produto 897,641.02
Produto 898,Descrição do Produto 898,527.38
Produto 899,Descrição do Produto 899,306.69
Produto 900,Descrição do Produto 900,191.8
Produto 901,Descrição do Produto 901,219.55
Produto 902,Descrição do Produto 902,302.78
Produto 903,Descrição do Produto 903,349.68
Produto 904,Descrição do Produto 904,452.07
Produto 905,Descrição do Produto 905,526.04
Produto 906,Descrição do Produto 906,750.32
Produto 907,Descrição do Produto 907,400.01
Produto 908,Descrição do Produto 908,594.93
Produto 909,Descrição do Produto 909,760.95
Produto 910,Descrição do Produto 910,48900
Produto 911,Descrição do Produto 911,280.69
Produto 912,Descrição do Produto 912,642.93
Produto 913,Descrição do Produto 913,359.43
Produto 914,Descrição do Produto 914,176.17
Produto 915,Descrição do Produto 915,597.14
Produto 916,Descrição do Produto 916,316.09
Produto 917,Descrição do Produto 917,437.41
Produto 918,Descrição do Produto 918,311.73
Produto 919,Descrição do Produto 919,127.97
Produto 920,Descrição do Produto 920,611.39
Produto 921,Descrição do Produto 921,182.48
Produto 922,Descrição do Produto 922,362.55
Produto 923,Descrição do Produto 923,495.56
Produto 924,Descrição do Produto 924,77800
Produto 925,Descrição do Produto 925,189.1
Produto 926,Descrição do Produto 926,640.74
Produto 927,Descrição do Produto 927,599.2
Produto 928,Descrição do Produto 928,498.88
Produto 929,Descrição do Produto 929,163.37
Produto 930,Descrição do Produto 930,285.63
Produto 931,Descrição do Produto 931,572.73
Produto 932,Descrição do Produto 932,437.69
Produto 933,Descrição do Produto 933,192.36
Produto 934,Descrição do Produto 934,384.59
Produto 935,Descrição do Produto 935,546.23
Produto 936,Descrição do Produto 936,231.4
Produto 937,Descrição do Produto 937,543.54
Produto 938,Descrição do Produto 938,278.5
Produto 939,Descrição do Produto 939,214.13
Produto 940,Descrição do Produto 940,293.51
Produto 941,Descrição do Produto 941,644.91
Produto 942,Descrição do Produto 942,564.86
Produto 943,Descrição do Produto 943,416.75
Produto 944,Descrição do Produto 944,494.38
Produto 945,Descrição do Produto 945,196.37
Produto 946,Descrição do Produto 946,126.4
Produto 947,Descrição do Produto 947,43.54
Produto 948,Descrição do Produto 948,453.48
Produto 949,Descrição do Produto 949,796.95
Produto 950,Descrição do Produto 950,294.5
Produto 951,Descrição do Produto 951,183.56
Produto 952,Descrição do Produto 952,101.94
Produto 953,Descrição do Produto 953,399.75
Produto 954,Descrição do Produto 954,103.64
Produto 955,Descrição do Produto 955,532.58
Produto 956,Descrição do Produto 956,493.38
Produto 957,Descrição do Produto 957,264.1
Produto 958,Descrição do Produto 958,138.59
Produto 959,Descrição do Produto 959,418.3
Produto 960,Descrição do Produto 960,457.73
Produto 961,Descrição do Produto 961,464.37
Produto 962,Descrição do Produto 962,357.1
Produto 963,Descrição do Produto 963,580.16
Produto 964,Descrição do Produto 964,187.59
Produto 965,Descrição do Produto 965,278.59
Produto 966,Descrição do Produto 966,154.8
Produto 967,Descrição do Produto 967,254.75
Produto 968,Descrição do Produto 968,59200
Produto 969,Descrição do Produto 969,457.21
Produto 970,Descrição do Produto 970,96.22
Produto 971,Descrição do Produto 971,730.59
Produto 972,Descrição do Produto 972,521.79
Produto 973,Descrição do Produto 973,639.52
Produto 974,Descrição do Produto 974,676.86
Produto 975,Descrição do Produto 975,520.89
Produto 976,Descrição do Produto 976,431.81
Produto 977,Descrição do Produto 977,71.65
Produto 978,Descrição do Produto 978,276.59
Produto 979,Descrição do Produto 979,783.72
Produto 980,Descrição do Produto 980,585.74
Produto 981,Descrição do Produto 981,47.06
Produto 982,Descrição do Produto 982,363.17
Produto 983,Descrição do Produto 983,419.58
Produto 984,Descrição do Produto 984,687.38
Produto 985,Descrição do Produto 985,647.42
Produto 986,Descrição do Produto 986,550.09
Produto 987,Descrição do Produto 987,682.83
Produto 988,Descrição do Produto 988,451.05
Produto 989,Descrição do Produto 989,661.71
Produto 990,Descrição do Produto 990,503.17
Produto 991,Descrição do Produto 991,433.77
Produto 992,Descrição do Produto 992,689.88
Produto 993,Descrição do Produto 993,465.73
Produto 994,Descrição do Produto 994,357.07
Produto 995,Descrição do Produto 995,177.64
Produto 996,Descrição do Produto 996,718.96
Produto 997,Descrição do Produto 997,105.29
Produto 998,Descrição do Produto 998,114.72
Produto 999,Descrição do Produto 999,528.12
Produto 1000,Descrição do Produto 1000,770.5
Produto 1001,Descrição do Produto 1001,634.9
Produto 1002,Descrição do Produto 1002,647.22
Produto 1003,Descrição do Produto 1003,613.67
Produto 1004,Descrição do Produto 1004,303.6
Produto 1005,Descrição do Produto 1005,227.7
Produto 1006,Descrição do Produto 1006,681.49
Produto 1007,Descrição do Produto 1007,203.48
Produto 1008,Descrição do Produto 1008,296.4
Produto 1009,Descrição do Produto 1009,623.33
Produto 1010,Descrição do Produto 1010,249.41
Produto 1011,Descrição do Produto 1011,631.7
Produto 1012,Descrição do Produto 1012,458.34
Produto 1013,Descrição do Produto 1013,757.25
Produto 1014,Descrição do Produto 1014,239.83
Produto 1015,Descrição do Produto 1015,187.01
Produto 1016,Descrição do Produto 1016,315.44
Produto 1017,Descrição do Produto 1017,129.16
Produto 1018,Descrição do Produto 1018,561.58
Produto 1019,Descrição do Produto 1019,303.41
Produto 1020,Descrição do Produto 1020,580.02
Produto 1021,Descrição do Produto 1021,231.96
Produto 1022,Descrição do Produto 1022,369.68
Produto 1023,Descrição do Produto 1023,496.61
Produto 1024,Descrição do Produto 1024,122.95
Produto 1025,Descrição do Produto 1025,200.51
Produto 1026,Descrição do Produto 1026,697.79
Produto 1027,Descrição do Produto 1027,356.26
Produto 1028,Descrição do Produto 1028,395.49
Produto 1029,Descrição do Produto 1029,228.26
Produto 1030,Descrição do Produto 1030,563.28
Produto 1031,Descrição do Produto 1031,456.24
Produto 1032,Descrição do Produto 1032,787.12
Produto 1033,Descrição do Produto 1033,485.64
Produto 1034,Descrição do Produto 1034,483.9
Produto 1035,Descrição do Produto 1035,629.28
Produto 1036,Descrição do Produto 1036,368.73
Produto 1037,Descrição do Produto 1037,624.85
Produto 1038,Descrição do Produto 1038,729.87
Produto 1039,Descrição do Produto 1039,486.52
Produto 1040,Descrição do Produto 1040,379.52
Produto 1041,Descrição do Produto 1041,476.5
Produto 1042,Descrição do Produto 1042,402.69
Produto 1043,Descrição do Produto 1043,498.58
Produto 1044,Descrição do Produto 1044,527.45
Produto 1045,Descrição do Produto 1045,431.4
Produto 1046,Descrição do Produto 1046,651.16
Produto 1047,Descrição do Produto 1047,59.6
Produto 1048,Descrição do Produto 1048,539.34
Produto 1049,Descrição do Produto 1049,190.53
Produto 1050,Descrição do Produto 1050,213.93
Produto 1051,Descrição do Produto 1051,473.2
Produto 1052,Descrição do Produto 1052,457.2
Produto 1053,Descrição do Produto 1053,622.43
Produto 1054,Descrição do Produto 1054,156.64
Produto 1055,Descrição do Produto 1055,110.57
Produto 1056,Descrição do Produto 1056,554.4
Produto 1057,Descrição do Produto 1057,782.87
Produto 1058,Descrição do Produto 1058,311.51
Produto 1059,Descrição do Produto 1059,99.57
Produto 1060,Descrição do Produto 1060,372.73
Produto 1061,Descrição do Produto 1061,167.07
